message,id,created_time
"Juja Town ex JKUAT (JKUAT area ,Juja town and environs)

Receiver ex Ruiru(Murera,Peponi school,Brookside,Mitikenda Ruiru)

Thika Ex Makuyu- (kandara,Kenol,Makutano,mitubiri,Gitura and environs)

Two rivers 66kv Ex Ruaraka(Two rivers &environs)
 
are off on sustained fault.

Technical teams in the respective area are working to restore power^CB",188101587899662_1360553557321120,2017-02-04T15:25:03+0000
"The following lines have sustained faults:

Buruburu Ex Kimathi(Buruburu,part of jogoo rd and environs)

Utawala Ex Ruai(Utawala,Kamulu,Ruai,Githunguri,Mihango)

Njiru Ex Ruai(Njiru,mihango,chokaa and environs)

Ongata Rongai Ex Matasia(Ongata Rongai area)

Kenya High Ex Kileleshwa(Kenya high,Mandera Rd,Gichugu Rd,Kandara Rd,Kileleshwa)

Airport Ex Nssf(Nyayo Est,Utawala,Donholm ph5 & 8,Harambee Sacco,Greenspan,NSSF est,Baraka Est,Embakasi)

Infill ex Komarock(infill area and environs)

Kindly bear with us as the technical teams in the respective areas work to restore power^CB",188101587899662_1360443697332106,2017-02-04T13:12:22+0000
"Good morning,
The following areas are under maintenance today.
NAIROBI SOUTH REGION
NAIROBI COUNTY
AREA: PART OF MLOLONGO
DATE: Saturday 04.02.2017 TIME: 9.00 A.M. ? 5.00 P.M.
Mlolongo Police Weigh Bridge, Connection Hotel, Allpack Industries, Directorate of Civil Aviation, Edaman Est, Cotton Manufacturers, Prof Ndetei, Part of Mombasa Rd, Part of Mlolongo Town",188101587899662_1360141467362329,2017-02-04T05:41:08+0000
Good morning. The following areas are on shutdown today.^MM http://bit.ly/2k81WGp,188101587899662_1359194347457041,2017-02-03T05:56:23+0000
"Areas on shutdown today are;^SO

SHUTDOWNS 02/02/2017
NAIROBI COUNTY
AREA: NGONG, KERARAPON DATE: Thursday 02.02.2017 TIME: 8.45 A.M. ? 4.30 P.M. 
Part of  Ngong Town, Olepolos Ngong, Juanco, Kenvic  Schools, Mary  Owouche Homestead, KIHPT  Institute Kibiko, Ngong  Veterinary, Kerarapon, Masai Boys School Ngong",188101587899662_1358222930887516,2017-02-02T08:50:51+0000
"Peace doesn't mean being in a place where there is no noise or trouble. It means to be in the midst of those things and still be calm"" .Good morning^SO",188101587899662_1358146957561780,2017-02-02T06:13:28+0000
"Good morning,find areas under scheduled maintenance^MW
NAIROBI NORTH REGION
NAIROBI COUNTY
AREA: NYARI ESTATE 
DATE: Wednesday 01.02.2017 TIME: 9.00 A.M. ? 5.00 P.M. 
Nyari Estate, Part of Ngecha Rd, Hospital Hill School, Egrets Drive, Redhill Drive, Ibis Crescent, Nyari Police, Rosslyn Heights & adjacent customers. 

NAIROBI WEST REGION
NAIROBI COUNTY

AREA: RONGAI, TUALA 
DATE: Wednesday 01.02.2017 TIME: 8.00 A.M. ? 5.00 P.M. 
Rongai Township, Part of Nkoroi, Maxwell  SDA University, Tuskys, Rongai, Uchumi  S/Mkt Rongai, Mayor  Rd, Masai Lodge, Nazarene  University, Acacia  Estate, Olekasasi, Tuala, Rangau, Emakoko & adjacent customers. 

AREA: KILIMANI 
DATE: Wednesday 01.02.2017 TIME: 9.00 A.M. ? 5.00 P.M. 
Mimosa, China Centre, Part of Ngong Rd, Kabarnet Rd, Uchumi Ngong Rd, St. Nicholas, Tigoni Rd, Chania Rd, Kindaruma Rd, Marcus Garvey, Part of Argwings Kodhek, Rose Avenue, Bishop Magua, Waridi Hotel & adjacent customers.

CENTRAL RIFT REGION
NAKURU COUNTY

AREA: SUBUKIA TOWN, WILFEY FLOWERS, SUBATI FLOWERS 
DATE: Wednesday 01.02.2017  TIME: 9.00 A.M. ? 3.00 P.M. 
Whole of Subukia Township, Subukia Shrine, Subati Flowers, Wilfey Flowers, Subukia Munanda, Mathari, Tetu & adjacent customers.

WESTERN REGION
VIHIGA COUNTY

AREA: HAMISI 
DATE: Wednesday 01.02.2017 TIME: 8.00 A.M. ? 4.00 P.M. 
Hamisi DC?s & DO?s Offices, Senende Sec Sch, Hon. Ligale, Sosa Cottages, Buyangu Mission, Musanzi Secondary, Kamiludi? Residence, Kidine Secondary, Gilwani H/Centre, Airtel Booster & adjacent customers.
BUSIA COUNTY

AREA: FUNYULA 
DATE: Wednesday 01.02.2017 TIME: 8.00 A.M. ? 4.00 P.M. 
Nangina Mission Hosp, Sisenye Water, Hon. Otuoma, Butuongi Water, Samia Girls, Kencom Booster Samia Hills & adjacent customers.

COAST REGION
KILIFI COUNTY

AREA: TEMPLE POINT 
DATE: Wednesday 01.02.2017  TIME: 8.00 A.M. - 5.00 P.M. 
Temple Point, Hemmingways, Medina Palms, Jiwe Jeupe, Dongo Kundu & adjacent customers.",188101587899662_1357055021004307,2017-02-01T06:24:58+0000
"Kindly find areas under scheduled maintenance : 

NAIROBI NORTH REGION
NAIROBI COUNTY
AREA: RIDGEWAYS, SAFARI PARK HOTEL 
DATE: Tuesday 31.01.2017 TIME: 9.00 A.M. ? 5.00 P.M. 
Part of Thika Rd, Garden City, Uchumi Thika Rd, Roasters Hotel, Gospel Assemblies, Methodist Church & adjacent customers. 

AREA: BREWERIES 1, NAIVAS KASARANI, KISE 
DATE: Tuesday 31.01.2017 TIME: 9.00 A.M. ? 5.00 P.M. 
ICIPE Mapping, Warren DO?s Office, Equity Kasarani, Family Bank Kasarani, Kasarani Police, Kasarani Rd & adjacent customers. 

AREA: GSU RUARAKA, DE LA RUE 
DATE: Tuesday 31.01.2017 TIME: 9.00 A.M. ? 5.00 P.M. 
KBL Headquarters, NYS Engineering, Mathare Area 4, KSMS, Shell Outering Rd, Naivas Outering Rd, Part of Outering Rd & adjacent customers.

NAIROBI WEST REGION
NAIROBI COUNTY
AREA: PART OF LAVINGTON 
DATE: Tuesday 31.01.2017 TIME: 9.00 A.M. ? 5.00 P.M. 
Part of Jacaranda Avenue, Gitanga Rd, Othaya Rd, Gitanga Close, Part of James Gichuru Rd, Mbaazi Avenue, Mbaazi Close, Masanduku Rd, Kingara Rd, Kingara Close, Hatheru Rd, Vanga Rd & adjacent customers. 

AREA: RHAPTA ROAD, PART OF WESTLANDS 
DATE: Tuesday 31.01.2017 TIME: 9.00 A.M. ? 5.00 P.M. 
Rhapta Rd, David Ondieki Rd, Church Rd, East Church Rd, Tune Hotel, Professor Saitoti Rd & adjacent customers.

 
AREA: KAHARA, KISAMIS, TINGA 
DATE: Tuesday 31.01.2017 TIME: 8.30 A.M. ? 5.00 P.M. 
Part of Oloika Rd, Kahara, Bondeni Ngong, Traffic Police College Ngong, Bishops House, Olesurutia, St. Patrick School Kiserian, Kunde Rd, Corner Raridi, Oloseos, Olorien, Kipeto, Kisamis, Ilingalooj, Olepolos, Tinga, Esonorua & adjacent customers.

WESTERN REGION
KISUMU COUNTY
AREA: NYAKACH 
DATE: Tuesday 31.01.2017 TIME: 9.00 A.M. ? 4.00 P.M. 
Sigoti Mkt & Schools, Bethlehem Hospital & adjacent customers.

MT. KENYA REGION
MURANG?A COUNTY

AREA: MURANG?A, MARAGUA 
DATE: Tuesday 31.01.2017 TIME: 8.00 A.M. ? 4.00 P.M. 
Maragua, Maragua Rural Hospital, Ngenda Girls, Kaharo, Gitaga, Equatorial, Maragua Ridge, Gakoigo, Ichagaki, Bishop Mahiani, Pioneer School & adjacent customers.

NORTH EASTERN REGION
KIAMBU COUNTY

AREA: MANG?U HIGH SCHOOL, BOB HARRIES ROAD 
DATE: Tuesday 31.01.2017  TIME: 9.00 A.M. ? 5.00 P.M. 
Maryhill Girls Sch, Egaards Est, Gatukuyu S/Centre, Mitero, St. Francis Mangu, Gikindu Girls, Karibaribi Mission Sisters, Machure Est, Muiri C/Fact, Kiaora Est, Cardon Est, Mangu S/Centre, Kirai, Witeithie, Mutuma, Gachororo, Ngoingwa, Part of Juja, Ndarugu Plantations, Kuraiha Est, Kiahuria Est & adjacent customers.

COAST REGION
KILIFI COUNTY
AREA: VIPINGO, KURUWITU 
DATE: Tuesday 31.01.2017 TIME: 8.00 A.M. - 5.00 P.M. 
Mnarani, Plantation, Mavueni, Chonyi, Majajani, Vipingo, Kuruwitu, Mombasa Cement, Shariani, Vipingo Trading Centre, Vipingo Makaburini, Kuruwitu Beach, Kwa Pope, Zwafaa, Vioshe, Vipingo Slaughter House, Ronald Ngala Co

.^JG",188101587899662_1355893437787132,2017-01-31T06:03:45+0000
Habari ya jioni.^SO,188101587899662_1352582564784886,2017-01-27T18:41:07+0000
"The following lines are off due to faults:

Kiambu Ex Ruaraka (Ngemwa,Migaa,Nyara,Kabazi,Kiora,Kiambu town,Mirema drive,Thome est,Lumumba drive,starehe girls,Ndumberi,Riabai,Marurui)

Waiyaki way ex Westlands  (Brookside Garden, School Lane,Shady Acres Ltd)

Pipeline Ex NSSF(Pipeline area and environs) 

Kindly bear with us as the technical teams in the respective areas work to restore power^CB",188101587899662_1352282741481535,2017-01-27T12:32:58+0000
"Today's shutdown are as follows;^SO

NAIROBI REGION

Time off  Date off  Feeder/s ex Source Works
0900hrs-1500hrs 26/01/2017 Highridge fdr ex Westlands S/S To introduce midspan poles.
0800hrs-1700hrs 26/01/2017 Airport fdr ex N/South S/S To replace rotten poles and burnt fuse mounts, tree cutting and Jumper rehabilitation.
0900hrs-1700hrs 26/01/2017 Ngong rd fdr ex Karen S/S To introduce midspan poles and Rerouting.
0900hrs-1700hrs 26/01/2017 1st Avenue fdr ex Kimathi S/S To replace rotten poles and Trace maintenance.
0900hrs-1700hrs 26/01/2017 Karen Hospital fdr ex Langata S/S To replace rotten poles and tree cutting.

AREA: 1ST AVENUE, EX KIMATHI
DATE: Thursday 26.01.2017 TIME: 9.00 A.M. ? 5.00 P.M.
Parts of Section 3, Nairobi Water",188101587899662_1350998154943327,2017-01-26T06:30:37+0000
Every single day is a new chance to show the world what you've got. Erase the negative thoughts. Good morning :) ^SO,188101587899662_1350972664945876,2017-01-26T05:56:26+0000
"Good morning, Shutdowns (Wednesday,25th January,2017) ^BT

NAIROBI NORTH REGION - NAIROBI COUNTY
AREA: KIHARA, KITISURU, KARURA KANYUNGU
DATE: Wednesday 25.01.2017 TIME: 9.00 A.M. ? 5.00 P.M.
Ngecha Rd, Kirawa Rd, ISK, Rosebowl Hotel, Wangige, School of   Nations, Part of Kihara, Kihara Health 
Centre, Gachie Karura Rd, Karura Kanyungu, Weaverbird, White Cottage, Forward Tate Close,Lakeview Est, Gathiga",188101587899662_1349768455066297,2017-01-25T07:49:59+0000
"Find areas under scheduled maintenance 24/01/2017. 

NAIROBI NORTH REGION
NAIROBI COUNTY

AREA: GARDEN ESTATE, KIGWA RD, BRAEBURN, PART OF THIKA RD 
DATE: Tuesday 24.01.2017 TIME: 9.00 A.M. ? 5.00 P.M. 
Garden Est, Kigwa Drive, Ridgeways Lane, Oak Place, Braeburn Sch, Part of Garden Court, Whole of Garden Est Rd., Mbuni Drive, Mountain Mall, Naivas Supermkt, Part of Thika Rd, Blue Springs Hotel, Part of Thome",188101587899662_1348531875189955,2017-01-24T07:13:17+0000
