screen_name,tweet_id,reply_date,reply_time,reply,collecting_date,collecting_time
r_rajrju,822501599562043393,2017/1/20,17:50:37,b'@GlobalTruth7 @TimesNow It is the people who make states &amp; nations great. Politicians &amp; especially corrupt ones only loot for personal gain',2017/1/20,12:7:21
morpheusmaxx,822501598689722368,2017/1/20,17:50:37,"b""#TrumpInauguration #BigStory If only Barkha hadn't spoken too soon, it would have been different today! @ndtv\xe2\x80\xa6 https://t.co/et0WW48q4m""",2017/1/20,12:7:21
PeerZameer,822501580150833154,2017/1/20,17:50:32,b'@TimesNow ...@zairawasim She would shortly b portrayed as Terrorist by bloody indians.',2017/1/20,12:7:21
ManojBromeo,822501576220835842,2017/1/20,17:50:31,"b""RT @TimesNow: #Watch Ravi Shankar Prasad, Union Law Minister's message to PETA and other Animal welfare NGOs #MakkalMovement https://t.co/q\xe2\x80\xa6""",2017/1/20,12:7:21
saurabhfeb2010,822501549330939904,2017/1/20,17:50:25,b'RT @TimesNow: Protester at Marina Beach welcomes approval of ordinance on Jallikattu by Law Ministry. Big boost for the #MakkalMovement htt\xe2\x80\xa6',2017/1/20,12:7:21
SudeepShrivas12,822501540221095937,2017/1/20,17:50:23,"b'RT @SushVispute: @TimesNow @timesofindia 7+ yrs of agony, ray of hope to get our dream homes is bleak.1000+ families suffering SOS #Hubtown\xe2\x80\xa6'",2017/1/20,12:7:21
1988PANDIYARAJ,822501503898238977,2017/1/20,17:50:14,"b'RT @TimesNow: Victory goes to the people who protested in support of Jallikattu: Chinmayi Sripada, Singer #MakkalMovement https://t.co/pdwJ\xe2\x80\xa6'",2017/1/20,12:7:21
jdshastri26,822501495052599296,2017/1/20,17:50:12,b'RT @retardedwriter: Make in America\nhttps://t.co/Hfv0HGu3H2',2017/1/20,12:7:21
MovieBufff3,822501494821912578,2017/1/20,17:50:12,b'Kamalhaasan saluting peaceful protests @ndtv @TimesNow https://t.co/acWI8d827e',2017/1/20,12:7:21
NAGASTHRA,822501485242122242,2017/1/20,17:50:10,b'#POSTERS PL SEE @SunTV @TimesNow @BJP4TamilNadu @the_hindu @IndianExpress @DeccanChronicle @NewsX @ArnobGoswami\xe2\x80\xa6 https://t.co/uVXNCBxgMo',2017/1/20,12:7:21
Godisgreat001,822501460269154305,2017/1/20,17:50:4,b'RT @TimesNow: #Contest Complete the following. \xe2\x80\x98Don\xe2\x80\x99t think it. Don\xe2\x80\x99t _______\xe2\x80\x99 #TheByeByeMan @PicturesPVR T&amp;Cs https://t.co/wWETLxgToJ http\xe2\x80\xa6',2017/1/20,12:7:21
Saurabh18091989,822501450462953473,2017/1/20,17:50:1,b'RT @TimesNow: #PICTURES: Donald Trump sworn in as the 45th President of the United States #TrumpEra https://t.co/5mH8VY08Nd',2017/1/20,12:7:21
kchari2,822501431513124865,2017/1/20,17:49:57,b'@TimesNow No Power in any universe can stop Divine Youths taking Power now.Political class will be replaced by Young World soon.Great.',2017/1/20,12:7:21
deepak_55,822501423824965632,2017/1/20,17:49:55,"b'RT @TimesNow: I respect the young people, who democratically &amp; peacefully showed their cultural concerns:Ravi Shankar Prasad,Union Law Min\xe2\x80\xa6'",2017/1/20,12:7:21
Remesh2015,822501419878141952,2017/1/20,17:49:54,b'@CNNnews18 @IndiaToday @NewsX @TimesNow Who is giving them materials and foods to stay there. https://t.co/ahBZwoEw23',2017/1/20,12:7:21
ARUN_RAVAN,822501410054893569,2017/1/20,17:49:52,b'@ProudSecular @Rajkumar1964Raj @TimesNow only in tamil madu marriage act you can marry with out ring or mangalsutra. EVR state dude comeon',2017/1/20,12:7:21
ProudSecular,822501404216623107,2017/1/20,17:49:50,b'@ARUN_RAVAN @Rajkumar1964Raj @TimesNow Which Culture? Who will decide which culture to be defended ?',2017/1/20,12:7:21
Allstar023,822501398852042752,2017/1/20,17:49:49,b'RT @TimesNow: #PICTURES: Donald Trump sworn in as the 45th President of the United States #TrumpEra https://t.co/5mH8VY08Nd',2017/1/20,12:7:21
sreeelango25,822501359802953728,2017/1/20,17:49:40,"b""RT @Kolly_Planet: #Khushboo 's Bold Statement about #Jallikattu on @TimesNow #JusticeForJallikattu #Jallikattuprotest @khushsundar https://\xe2\x80\xa6""",2017/1/20,12:7:21
Ramarajan08,822501350420480000,2017/1/20,17:49:37,"b'RT @TimesNow: #Watch MR Venkatesh, Political Analyst on Jallikattu and #MakkalMovement https://t.co/fX4BM2EUFK'",2017/1/20,12:7:21
saurabhfeb2010,822501322503036928,2017/1/20,17:49:31,"b'RT @TimesNow: This is a great lesson to the country that we cannot play with the custom and culture of any state: Dr Sambit Patra, BJP #Mak\xe2\x80\xa6'",2017/1/20,12:7:21
JamirAlem,822501305667174400,2017/1/20,17:49:27,b'RT @TimesNow: #PICTURES: Donald Trump sworn in as the 45th President of the United States #TrumpEra https://t.co/5mH8VY08Nd',2017/1/20,12:7:21
deepak_55,822501301003153408,2017/1/20,17:49:26,"b""RT @TimesNow: #Watch Ravi Shankar Prasad, Union Law Minister's message to PETA and other Animal welfare NGOs #MakkalMovement https://t.co/q\xe2\x80\xa6""",2017/1/20,12:7:21
shahidskh1,822501296464949251,2017/1/20,17:49:25,"b'@sanjays96624777 @TimesNow Riots r affected not only Hindus but also all ,&amp; BJP MLA was arrested after this .take a google on it'",2017/1/20,12:7:21
dineshdreams143,822501295839854593,2017/1/20,17:49:24,b'RT @simzaolly: @Chinmayi You spoke exceptionally well today on TimesNow news hour tonight. #hatsoff #wedojallikattu',2017/1/20,12:7:21
saurabhfeb2010,822501293172224000,2017/1/20,17:49:24,"b'RT @TimesNow: We respect the culture, tradition &amp; the proud legacy of Tamil people &amp; Tamil Nadu state:Ravi Shankar Prasad,Union Law Min #Ma\xe2\x80\xa6'",2017/1/20,12:7:21
imranmaheshfan,822501272897146880,2017/1/20,17:49:19,b'RT @TimesNow: Telugu superstar Mahesh Babu comes out strongly in support of jallikattu amid groundswell in Tamil Nadu for conduct of the sp\xe2\x80\xa6',2017/1/20,12:7:21
ShubhraBhadaur2,822501266106372096,2017/1/20,17:49:17,b'@TimesNow India and us will have the greatest ties in all aspects. Together besides this many develpmnts are about to come.',2017/1/20,12:7:21
Navin_HR,822501234863050752,2017/1/20,17:49:10,b'@thekiranbedi @ndtv @TimesNow @htTweets @PIB_India @RealArnabG @sardesairajdeep @BBCBreaking @SushmaSwaraj\xe2\x80\xa6 https://t.co/P5KdqOZOg8',2017/1/20,12:7:21
CherryBunni3,822501218123739136,2017/1/20,17:49:6,"b""RT @TimesNow: Donald Trump and his wife Melania arrive at the White House to meet with the Obamas after a church service at St. John's Chur\xe2\x80\xa6""",2017/1/20,12:7:21
kalpana7867,822501192479555585,2017/1/20,17:49:0,b'@TimesNow @PicturesPVR\rAnswer: Bye Bye Love..\r#TheByeByeMan \r#Contest',2017/1/20,12:7:21
AmmU_MaanU,822501145230929920,2017/1/20,17:48:49,"b'Excellent. I too want ""made in USA"" of those days, not products of US companies ""Made in China"" &amp; India must ban th\xe2\x80\xa6 https://t.co/WfrJ774FUP'",2017/1/20,12:7:21
mahidivi,822501137165250561,2017/1/20,17:48:47,"b""RT @TimesNow: #WATCH When PETA euthanizes animals they can't take care of any longer,isn't that cruelty?Questions Chinmayi Sripaada #Jallik\xe2\x80\xa6""",2017/1/20,12:7:21
pkumar0096,822501108673314816,2017/1/20,17:48:40,b'@TimesNow @RubikaLiyaquat @narendramodi @rahulkanwal @INCIndia @sudhirchaudhary @sambitswaraj @anjanaomkashyap @ArvindKejriwal @sardanarohit',2017/1/20,12:7:21
kalpana7867,822501088418877440,2017/1/20,17:48:35,b'RT @TimesNow: #Contest Name the song written by The Newton Brothers for The Bye Bye Man #TheByeByeMan @PicturesPVR T&amp;C https://t.co/wWETLxg\xe2\x80\xa6',2017/1/20,12:7:21
saravananmss,822501077559885824,2017/1/20,17:48:32,b'RT @simzaolly: @Chinmayi You spoke exceptionally well today on TimesNow news hour tonight. #hatsoff #wedojallikattu',2017/1/20,12:7:21
kalpana7867,822501067145347073,2017/1/20,17:48:30,"b""@TimesNow @PicturesPVR \rAnswer: Don't think it, Don't say it.\r#TheByeByeMan \r#Contest""",2017/1/20,12:7:21
nateshrockz,822501055296483329,2017/1/20,17:48:27,b'@TimesNow traitors',2017/1/20,12:7:21
GIRISHTHIRUMENI,822501054101209089,2017/1/20,17:48:27,b'RT @TimesNow: #PICTURES: Donald Trump sworn in as the 45th President of the United States #TrumpEra https://t.co/5mH8VY08Nd',2017/1/20,12:7:21
Marudhuchella,822501026867638273,2017/1/20,17:48:20,"b'@TimesNow Thank you Times now for covering the #jallikatu issue ur support meant a lot to us, we will have #jallikatu with rules'",2017/1/20,12:7:21
nateshrockz,822501013240225793,2017/1/20,17:48:17,"b""@narendramodi @TimesNow @RashtrapatiBhvn @rajnathsingh @BBCWorld  \n\nBanning Jallikattu doesn't save bulls but directly kills the..save bulls""",2017/1/20,12:7:21
SORRYVK,822501007363960832,2017/1/20,17:48:16,b'RT @TimesNow: AR Rahman extends his support to protesters in Tamil Nadu. Do you support the #MakkalMovement too? https://t.co/s65QKob1F1',2017/1/20,12:7:21
kchari2,822500986136756224,2017/1/20,17:48:11,"b'@TimesNow Let PETA come&amp; see Gandhi,Nehru,Subash Chanda Bose,Jhansi Rant,Akkamma Devi,Velu Nachiyar in TN.Anti Indians do not need SC.'",2017/1/20,12:7:21
ARUN_RAVAN,822500986115661824,2017/1/20,17:48:11,"b""@ProudSecular @Rajkumar1964Raj @TimesNow dude jallikattu ain't honor killing know aboutt sport before talking nonsense""",2017/1/20,12:7:21
uckumar,822500971410554881,2017/1/20,17:48:7,b'RT @simzaolly: @Chinmayi You spoke exceptionally well today on TimesNow news hour tonight. #hatsoff #wedojallikattu',2017/1/20,12:7:21
Roshan2072,822500968101281792,2017/1/20,17:48:6,"b'#timesnow hume to samaj aagaya kya Trump kya bol rara h...  #NDTVNews  #CNN  Guys, after 1hr you islamist.. You guys are idiots'",2017/1/20,12:7:21
SORRYVK,822500964041007104,2017/1/20,17:48:5,"b'RT @TimesNow: Movement against Jallikattu ban enters Day 3 in Tamil Nadu, what are your views about the movement? Tweet with #MakkalMovemen\xe2\x80\xa6'",2017/1/20,12:7:21
kotdwara_22,822500903487946754,2017/1/20,17:47:51,b'@TimesNow congrats trumph\nhttps://t.co/PpiCswCeyF',2017/1/20,12:7:21
kalpana7867,822500866024296448,2017/1/20,17:47:42,b'RT @TimesNow: #Contest Complete the following. \xe2\x80\x98Don\xe2\x80\x99t think it. Don\xe2\x80\x99t _______\xe2\x80\x99 #TheByeByeMan @PicturesPVR T&amp;Cs https://t.co/wWETLxgToJ http\xe2\x80\xa6',2017/1/20,12:7:21
neelnabh,822500854125109248,2017/1/20,17:47:39,b'RT @aakuraj: #PetaIndiaGoBack\nhttps://t.co/XBmP6fGLXQ',2017/1/20,12:7:21
kalpana7867,822500850350190593,2017/1/20,17:47:38,b'@TimesNow @PicturesPVR \rAnswer: 3 College students.\r#TheByeByeMan \r#Contest',2017/1/20,12:7:21
harishkrcr,822500838979543040,2017/1/20,17:47:35,b'RT @TimesNow: #PICTURES: Donald Trump sworn in as the 45th President of the United States #TrumpEra https://t.co/5mH8VY08Nd',2017/1/20,12:7:21
Srujan559,822500819434139649,2017/1/20,17:47:31,b'RT @smkoneru: Congratulations Tamil Nadu https://t.co/854nT0o6lz',2017/1/20,12:7:21
KummarSuniel,822500810047311872,2017/1/20,17:47:29,"b'@TimesNow #TrumpEraStarts Will eradicate Islamic Terrorism- Trump, hey #TimesNow did you miss a word. #Sicular https://t.co/uLxZzetLaI'",2017/1/20,12:7:21
AthokpamSaibond,822500771577085954,2017/1/20,17:47:19,b'RT @TimesNow: #PICTURES: Donald Trump sworn in as the 45th President of the United States #TrumpEra https://t.co/5mH8VY08Nd',2017/1/20,12:7:21
rahulkasare1,822500768188088322,2017/1/20,17:47:19,b'RT @TimesNow: Protester at Marina Beach welcomes approval of ordinance on Jallikattu by Law Ministry. Big boost for the #MakkalMovement htt\xe2\x80\xa6',2017/1/20,12:7:21
shahidskh1,822500754271436801,2017/1/20,17:47:15,b'@sanjays96624777 @TimesNow In that case our President  also not given a single statement on fatwa ? So according to u he also a dangerous ?',2017/1/20,12:7:21
kalpana7867,822500743470944256,2017/1/20,17:47:13,b'RT @TimesNow: #Contest How many college students move into an off-campus house? #TheByeByeMan @PicturesPVR T&amp;C https://t.co/wWETLxgToJ http\xe2\x80\xa6',2017/1/20,12:7:21
kalpana7867,822500728790863872,2017/1/20,17:47:9,b'@TimesNow @PicturesPVR \rAnswer: Doug Jones.\r#TheByeByeMan \r#Contest',2017/1/20,12:7:21
1988PANDIYARAJ,822500715226492929,2017/1/20,17:47:6,b'RT @TimesNow: Protester at Marina Beach welcomes approval of ordinance on Jallikattu by Law Ministry. Big boost for the #MakkalMovement htt\xe2\x80\xa6',2017/1/20,12:7:21
ProudSecular,822500698533326850,2017/1/20,17:47:2,"b'@ARUN_RAVAN @Rajkumar1964Raj @TimesNow Mobocracy cannot decide culture! Will Haryana mobs legalise Sati , honour killings ?'",2017/1/20,12:7:21
praveenvinzz,822500695656034305,2017/1/20,17:47:1,b'RT @simzaolly: @Chinmayi You spoke exceptionally well today on TimesNow news hour tonight. #hatsoff #wedojallikattu',2017/1/20,12:7:21
princemahesh23,822500674218946560,2017/1/20,17:46:56,b'@IndiaToday @TimesNow @ndtv @CNNnews18 https://t.co/4KYQAPSNye',2017/1/20,12:7:21
TamilMaskk,822500636793208833,2017/1/20,17:46:47,b'@TimesNow India nanbarkale ungalakaga India epavum open aga irukirathu...#TrumpInauguration',2017/1/20,12:7:21
JMV400,822500607307251717,2017/1/20,17:46:40,"b""RT @TimesNow: #Watch Ravi Shankar Prasad, Union Law Minister's message to PETA and other Animal welfare NGOs #MakkalMovement https://t.co/q\xe2\x80\xa6""",2017/1/20,12:7:21
kalpana7867,822500593075765248,2017/1/20,17:46:37,b'RT @TimesNow: #Contest Who plays the role of The Bye Bye Man in the movie?#TheByeByeMan @PicturesPVR T&amp;C https://t.co/wWETLxgToJ https://t.\xe2\x80\xa6',2017/1/20,12:7:21
kulkarni541,822500592366993409,2017/1/20,17:46:37,b'RT @TimesNow: #PICTURES: Donald Trump sworn in as the 45th President of the United States #TrumpEra https://t.co/5mH8VY08Nd',2017/1/20,12:7:21
facenote79,822500553683009537,2017/1/20,17:46:27,"b'@TimesNow Its tough for Information Technology for India if its seriously said ""By American and Hire American"" !!!'",2017/1/20,12:7:21
Ashick_amalraj,822500538210287616,2017/1/20,17:46:24,"b""RT @Kolly_Planet: #Khushboo 's Bold Statement about #Jallikattu on @TimesNow #JusticeForJallikattu #Jallikattuprotest @khushsundar https://\xe2\x80\xa6""",2017/1/20,12:7:21
SyedMuzaffars13,822500493045932038,2017/1/20,17:46:13,"b""RT @TimesNow: Kapil Sharma's brother Ashok Kumar Sharma guarded airbase amid gunfight in the #PathankotTerrorAttack https://t.co/LVAzhsCFUG""",2017/1/20,12:7:21
manoj100579,822500481473753088,2017/1/20,17:46:10,b'RT @SelvaaRocky: \xe0\xae\x85\xe0\xae\xa4\xe0\xae\xbf\xe0\xae\xb0\xe0\xae\x9f\xe0\xae\xbf \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/qMybZyEdwt',2017/1/20,12:7:21
Ruthra_1028,822500474624491520,2017/1/20,17:46:9,b'RT @simzaolly: @Chinmayi You spoke exceptionally well today on TimesNow news hour tonight. #hatsoff #wedojallikattu',2017/1/20,12:7:21
rachelchitra,822500455490158592,2017/1/20,17:46:4,b'Where r the eggs pl? https://t.co/k5yYppLcEb',2017/1/20,12:7:21
TamilMaskk,822500445105098752,2017/1/20,17:46:2,b'RT @TimesNow: #PICTURES: Donald Trump sworn in as the 45th President of the United States #TrumpEra https://t.co/5mH8VY08Nd',2017/1/20,12:7:21
sdev1991,822500439736270848,2017/1/20,17:46:0,b'RT @TimesNow: #PICTURES: Donald Trump sworn in as the 45th President of the United States #TrumpEra https://t.co/5mH8VY08Nd',2017/1/20,12:7:21
avinashk1975,822500429690904576,2017/1/20,17:45:58,b'RT @TimesNow: #PICTURES: Donald Trump sworn in as the 45th President of the United States #TrumpEra https://t.co/5mH8VY08Nd',2017/1/20,12:7:21
ARUN_RAVAN,822500421784584192,2017/1/20,17:45:56,b'@ProudSecular @Rajkumar1964Raj @TimesNow protecting culture is constitutional duty.  #jallikattu is culture. Read constitution',2017/1/20,12:7:21
nateshrockz,822500394337058816,2017/1/20,17:45:49,b'@TimesNow peta is a mercenary',2017/1/20,12:7:21
ShubhraBhadaur2,822500374363930626,2017/1/20,17:45:45,"b'@co_mmonman @TimesNow @realDonaldTrump trump ""I am a big big fan of modi""'",2017/1/20,12:7:21
jana231287,822500362376646657,2017/1/20,17:45:42,"b'RT @TimesNow: #Watch MR Venkatesh, Political Analyst on Jallikattu and #MakkalMovement https://t.co/fX4BM2EUFK'",2017/1/20,12:7:21
1988PANDIYARAJ,822500339475587073,2017/1/20,17:45:36,b'RT @simzaolly: @Chinmayi You spoke exceptionally well today on TimesNow news hour tonight. #hatsoff #wedojallikattu',2017/1/20,12:7:21
nateshrockz,822500320223719424,2017/1/20,17:45:32,b'@TimesNow let him say no to beef',2017/1/20,12:7:21
TimesNow,822500291954307074,2017/1/20,17:45:25,b'#PICTURES: Donald Trump sworn in as the 45th President of the United States #TrumpEra https://t.co/5mH8VY08Nd',2017/1/20,12:7:21
teashoptalks,822500254134116352,2017/1/20,17:45:16,b'The only TamilNewsChannel 2scroll a projallikattu Twitter hashtag lik how TimesNow do is News7.\r-You can giv diffnt interpretation to ths.',2017/1/20,12:7:21
prakash37918520,822500248383848448,2017/1/20,17:45:15,b'RT @simzaolly: @Chinmayi You spoke exceptionally well today on TimesNow news hour tonight. #hatsoff #wedojallikattu',2017/1/20,12:7:21
facenote79,822500235184373760,2017/1/20,17:45:12,"b'@TimesNow I think its very tough to other countries as Mr. Trump said ""By American and Hire American "". Very Solid Dialogue.'",2017/1/20,12:7:21
mvenkatesh1951,822500190489903107,2017/1/20,17:45:1,"b'RT @KonkaniBoy: The animal rights woman on @TimesNow is foaming at mouth on #jallikattu. Brought up sati, child marriage, Kaveri issue, Ind\xe2\x80\xa6'",2017/1/20,12:7:21
ShubhraBhadaur2,822500176967434241,2017/1/20,17:44:58,"b'@co_mmonman @TimesNow @realDonaldTrump sack all indians, and NASA will shut down.'",2017/1/20,12:7:21
KSVSUBRAMANIAN,822500172508839936,2017/1/20,17:44:57,b'Supreme Court is very much relevant but ACTIVISTS are not. They should be banned and thrown into jail. https://t.co/58Y6ojkU9n',2017/1/20,12:7:21
naveenspatil,822500154053955584,2017/1/20,17:44:52,"b'RT @annavetticad: Typical. So the politics of #TamilNadu is not ""national politics"" unless a north  India-based party is involved? https://\xe2\x80\xa6'",2017/1/20,12:7:21
shahidskh1,822500144595746816,2017/1/20,17:44:50,b'@manishabhan @TimesNow jallikattu is not a game but it is culture of tamil. &amp; according to UCC is platform of one culture one nation',2017/1/20,12:7:21
MinuArul,822500127323529217,2017/1/20,17:44:46,b'@CNNnews18 @TimesNow @Zakka_Jacob #AmbikaShukla #radharajanpeta #Banpeta #JusticeforJallikattu #AmendPCA\xe2\x80\xa6 https://t.co/tpJk3jMNcJ',2017/1/20,12:7:21
Sukulover,822500108646445058,2017/1/20,17:44:41,"b""@TimesNow congrats....but d people of America can't 4get Obama...the best president ever""",2017/1/20,12:7:21
ARUN_RAVAN,822500090031919104,2017/1/20,17:44:37,b'@ProudSecular @Rajkumar1964Raj @TimesNow no dude fearless people is basement of democracy.  You would be in monarchy with out mobocracy',2017/1/20,12:7:21
Jegan_Prabhu,822500062077087744,2017/1/20,17:44:30,b'RT @TimesNow: Protester at Marina Beach welcomes approval of ordinance on Jallikattu by Law Ministry. Big boost for the #MakkalMovement htt\xe2\x80\xa6',2017/1/20,12:7:21
nateshrockz,822500053885403136,2017/1/20,17:44:28,b'@TimesNow @thenewshour  Jallikattu is a pride... civil code is national  issue',2017/1/20,12:7:21
ranganaathan,822500042384834560,2017/1/20,17:44:26,b'RT @simzaolly: @Chinmayi You spoke exceptionally well today on TimesNow news hour tonight. #hatsoff #wedojallikattu',2017/1/20,12:7:21
SureshGummaraju,822500005860675584,2017/1/20,17:44:17,"b'@TimesNow Jairam Ramesh was sane. But, how can insane accept it?'",2017/1/20,12:7:21
deepakmana,822499985975558144,2017/1/20,17:44:12,b'@retardedwriter @TimesNow Bhai iphone kahan ka hai China ya US \xf0\x9f\x98\x9c\xf0\x9f\x98\x9c',2017/1/20,12:7:21
harshkkapoor,822499969617850372,2017/1/20,17:44:8,"b'RT @politicalSci_: \xe0\xa4\xa4\xe0\xa4\xbf\xe0\xa4\xa4\xe0\xa4\xb2\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xaa\xe0\xa4\x82\xe0\xa4\x96\xe0\xa5\x8b\xe0\xa4\x82 \xe0\xa4\xaa\xe0\xa4\xb0 \xe0\xa4\xb0\xe0\xa4\x96 \xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\x8f \xe0\xa4\x97\xe0\xa4\x8f \xe0\xa4\xaa\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\xa5\xe0\xa4\xb0,\n\xe0\xa4\x90 \xe0\xa4\x96\xe0\xa5\x81\xe0\xa4\xa6\xe0\xa4\xbe \xe0\xa4\xa4\xe0\xa5\x82 \xe0\xa4\x97\xe0\xa5\x81\xe0\xa4\xae \xe0\xa4\xb9\xe0\xa5\x88 \xe0\xa4\x95\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\x81...?\n#ZairaWasim \nhttps://t.co/40yw62mk2c'",2017/1/20,12:7:21
Shuklaaajay,822499960650366976,2017/1/20,17:44:6,"b'RT @politicalSci_: \xe0\xa4\xa4\xe0\xa4\xbf\xe0\xa4\xa4\xe0\xa4\xb2\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xaa\xe0\xa4\x82\xe0\xa4\x96\xe0\xa5\x8b\xe0\xa4\x82 \xe0\xa4\xaa\xe0\xa4\xb0 \xe0\xa4\xb0\xe0\xa4\x96 \xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\x8f \xe0\xa4\x97\xe0\xa4\x8f \xe0\xa4\xaa\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\xa5\xe0\xa4\xb0,\n\xe0\xa4\x90 \xe0\xa4\x96\xe0\xa5\x81\xe0\xa4\xa6\xe0\xa4\xbe \xe0\xa4\xa4\xe0\xa5\x82 \xe0\xa4\x97\xe0\xa5\x81\xe0\xa4\xae \xe0\xa4\xb9\xe0\xa5\x88 \xe0\xa4\x95\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\x81...?\n#ZairaWasim \nhttps://t.co/40yw62mk2c'",2017/1/20,12:7:21
Chinmayi,822499957508816900,2017/1/20,17:44:5,b'RT @simzaolly: @Chinmayi You spoke exceptionally well today on TimesNow news hour tonight. #hatsoff #wedojallikattu',2017/1/20,12:7:21
swrpa733124,822499935077748736,2017/1/20,17:44:0,b'RT @jaiprakashshah2: Watch how many Pakistani agents are living and active in Kashmir \n#ZairaWasim https://t.co/tHv2nmrWNc',2017/1/20,12:7:21
