screen_name,tweet_id,reply_date,reply_time,reply,collecting_date,collecting_time
ss_phougat,822511594185760768,2017/1/20,18:30:20,"b'RT @TimesNow: RSS supports reservation enshrined in Constitution: Dattatreya Hosabale, Joint General Secretary of the RSS https://t.co/0qOM\xe2\x80\xa6'",2017/1/20,12:7:21
TeresaTejashvee,822511589441998848,2017/1/20,18:30:19,"b'RT @TimesNow: We as animal protection organisation have great respect for the culture &amp; tradition of Tamil nadu: Prahsant, Activist #Makkal\xe2\x80\xa6'",2017/1/20,12:7:21
ca_amythkh,822511516444262400,2017/1/20,18:30:1,"b""@TimesNow baba launching patanjali in pak now ...didn't he earlier say bomb pak for revenge ...guess now it's about money""",2017/1/20,12:7:21
kishore90070514,822511497817587712,2017/1/20,18:29:57,"b'RT @TimesNow: RSS supports reservation enshrined in Constitution: Dattatreya Hosabale, Joint General Secretary of the RSS https://t.co/0qOM\xe2\x80\xa6'",2017/1/20,12:7:21
ARUN_RAVAN,822511482021625857,2017/1/20,18:29:53,"b""@ProudSecular @Rajkumar1964Raj @TimesNow Bulls are our friends. They work with us and do reap with us. You can't separate us""",2017/1/20,12:7:21
vinodm_85,822511453215166465,2017/1/20,18:29:46,"b'RT @TimesNow: RSS supports reservation enshrined in Constitution: Dattatreya Hosabale, Joint General Secretary of the RSS https://t.co/0qOM\xe2\x80\xa6'",2017/1/20,12:7:21
Ghanta_Claus,822511412178259969,2017/1/20,18:29:36,"b'RT @TimesNow: RSS supports reservation enshrined in Constitution: Dattatreya Hosabale, Joint General Secretary of the RSS https://t.co/0qOM\xe2\x80\xa6'",2017/1/20,12:7:21
Ramaesh,822511387209596930,2017/1/20,18:29:30,"b'RT @TimesNow: RSS supports reservation enshrined in Constitution: Dattatreya Hosabale, Joint General Secretary of the RSS https://t.co/0qOM\xe2\x80\xa6'",2017/1/20,12:7:21
pramod_prr,822511382797160448,2017/1/20,18:29:29,"b'RT @TimesNow: RSS supports reservation enshrined in Constitution: Dattatreya Hosabale, Joint General Secretary of the RSS https://t.co/0qOM\xe2\x80\xa6'",2017/1/20,12:7:21
rakesh151286,822511364929441796,2017/1/20,18:29:25,"b""RT @RoevanScoob: @TimesNow That's why the tolerant group issued Fatwas, behead Modi, daily abusive tweets on Modi and u call suppression. S\xe2\x80\xa6""",2017/1/20,12:7:21
Kamruengineer,822511347858608129,2017/1/20,18:29:21,"b'@TimesNow , Jalikattu is of Tamil pride and tradition, why are you politicising it.'",2017/1/20,12:7:21
Hari45267085,822511333069426688,2017/1/20,18:29:17,b'@TimesNow https://t.co/Z619iakJiz',2017/1/20,12:7:21
ProudSecular,822511314664902656,2017/1/20,18:29:13,"b""@ARUN_RAVAN @Rajkumar1964Raj @TimesNow Bulls are used as toy in Jallikattu sport !! Mobs can't decide such inhuman sports""",2017/1/20,12:7:21
ARUN_RAVAN,822511291575115777,2017/1/20,18:29:8,b'@ProudSecular @Rajkumar1964Raj @TimesNow Rice farming you have to make the ground even. Every one must use bull there. No tractor',2017/1/20,12:7:21
hemang_gor,822511261057331200,2017/1/20,18:29:0,b'@DrGPradhan Sir why this ..??..Will it b repeating History....Is RSS against NM ...?? https://t.co/HgrvmUiYA8',2017/1/20,12:7:21
simplyrsk,822511246733754368,2017/1/20,18:28:57,b'RT @TimesNow: #WATCH People protesting at Marina Beach with flashlights over Jallikattu ban. Tweet your reactions with #MakkalMovement http\xe2\x80\xa6',2017/1/20,12:7:21
Himalayan_beat,822511241151160322,2017/1/20,18:28:56,"b'RT @TimesNow: RSS supports reservation enshrined in Constitution: Dattatreya Hosabale, Joint General Secretary of the RSS https://t.co/0qOM\xe2\x80\xa6'",2017/1/20,12:7:21
maheshjlakshmii,822511210625011715,2017/1/20,18:28:48,"b""RT @SAVE_JALLIKATTU: #Khushboo 's Bold Statement about #Jallikattu on @TimesNow #JusticeForJallikattu #Jallikattuprotest @khushsundar\nhttps\xe2\x80\xa6""",2017/1/20,12:7:21
Manesha76,822511184934944768,2017/1/20,18:28:42,"b'RT @TimesNow: RSS supports reservation enshrined in Constitution: Dattatreya Hosabale, Joint General Secretary of the RSS https://t.co/0qOM\xe2\x80\xa6'",2017/1/20,12:7:21
RajeshThakur88,822511168472412161,2017/1/20,18:28:38,"b'RT @TimesNow: I respect the young people, who democratically &amp; peacefully showed their cultural concerns:Ravi Shankar Prasad,Union Law Min\xe2\x80\xa6'",2017/1/20,12:7:21
bhavnapb,822511147932930050,2017/1/20,18:28:33,"b""RT @ragarwal: Can we remove India's poverty first? https://t.co/7Rajit845Z""",2017/1/20,12:7:21
ARUN_RAVAN,822511126655029248,2017/1/20,18:28:28,"b""@ProudSecular @Rajkumar1964Raj @TimesNow I jave 2 acres can't afford tractor. I use bulls""",2017/1/20,12:7:21
RoutSmarika,822511091704037378,2017/1/20,18:28:20,"b'RT @TimesNow: RSS supports reservation enshrined in Constitution: Dattatreya Hosabale, Joint General Secretary of the RSS https://t.co/0qOM\xe2\x80\xa6'",2017/1/20,12:7:21
Ravisrkian,822511082644324352,2017/1/20,18:28:18,"b'RT @bhak_sala: Dear ultra-nationalists, Baba Ramdev wants to set-up industries in Pakistan. How do you feel today? https://t.co/sBmcYHA8wl'",2017/1/20,12:7:21
ProudSecular,822511060066430976,2017/1/20,18:28:12,"b""@ARUN_RAVAN @Rajkumar1964Raj @TimesNow Who are you ? God ? Bulls don't belong to you !!! Stop being arrogant""",2017/1/20,12:7:21
spicymanish98,822511045570859009,2017/1/20,18:28:9,"b'RT @TimesNow: RSS supports reservation enshrined in Constitution: Dattatreya Hosabale, Joint General Secretary of the RSS https://t.co/0qOM\xe2\x80\xa6'",2017/1/20,12:7:21
subodhsastri,822511039963074562,2017/1/20,18:28:8,"b'RT @TimesNow: RSS supports reservation enshrined in Constitution: Dattatreya Hosabale, Joint General Secretary of the RSS https://t.co/0qOM\xe2\x80\xa6'",2017/1/20,12:7:21
DebDip00,822511025736089605,2017/1/20,18:28:4,"b'RT @TimesNow: RSS supports reservation enshrined in Constitution: Dattatreya Hosabale, Joint General Secretary of the RSS https://t.co/0qOM\xe2\x80\xa6'",2017/1/20,12:7:21
ARUN_RAVAN,822511024133677056,2017/1/20,18:28:4,b'@ProudSecular @Rajkumar1964Raj @TimesNow Anarchy is democracy taken seriously',2017/1/20,12:7:21
arunthara,822511008073674752,2017/1/20,18:28:0,b'@TimesNow wow#Ravi Shankar Prasad sir',2017/1/20,12:7:21
DebuDRed,822510981687324673,2017/1/20,18:27:54,"b""RT @ragarwal: Can we remove India's poverty first? https://t.co/7Rajit845Z""",2017/1/20,12:7:21
ARUN_RAVAN,822510917904498689,2017/1/20,18:27:38,"b""@ProudSecular @Rajkumar1964Raj @TimesNow Till the bull doesn't trust you. we don't use them in plough""",2017/1/20,12:7:21
arunthara,822510879795081216,2017/1/20,18:27:29,b'@TimesNow wow',2017/1/20,12:7:21
TimesNow,822510873021415426,2017/1/20,18:27:28,"b'RSS supports reservation enshrined in Constitution: Dattatreya Hosabale, Joint General Secretary of the RSS https://t.co/0qOM2HzmaG'",2017/1/20,12:7:21
BindasBK,822510850791579649,2017/1/20,18:27:22,"b'RT @TimesNow: #WATCH If the Govt can bring an Ordinance in other matters, why not issue one on Jallikattu #JallikattuUprising https://t.co/\xe2\x80\xa6'",2017/1/20,12:7:21
ProudSecular,822510840955936773,2017/1/20,18:27:20,b'@ARUN_RAVAN @Rajkumar1964Raj @TimesNow Anarchy is created by Mobs to destabilise Democracy',2017/1/20,12:7:21
ASWINSRIRAM,822510806956933120,2017/1/20,18:27:12,b'@TimesNow This lead could hv been done 2yrs befr wen #jallikattu  was banned. Y shd wait till whole tamils cme out 4 protest? @CMOTamilNadu',2017/1/20,12:7:21
ARUN_RAVAN,822510791467204609,2017/1/20,18:27:8,b'@ProudSecular @Rajkumar1964Raj @TimesNow Its equal partnership',2017/1/20,12:7:21
Shanmugaram,822510791249297408,2017/1/20,18:27:8,"b'RT @TimesNow: Victory goes to the people who protested in support of Jallikattu: Chinmayi Sripada, Singer #MakkalMovement https://t.co/pdwJ\xe2\x80\xa6'",2017/1/20,12:7:21
ARUN_RAVAN,822510732084285440,2017/1/20,18:26:54,"b""@ProudSecular @Rajkumar1964Raj @TimesNow So if we didn't bring bulls to work for how would our ancestors have eaten. do think dude""",2017/1/20,12:7:21
DrNandanSingh1,822510713365217282,2017/1/20,18:26:50,"b'RT @politicalSci_: \xe0\xa4\xa4\xe0\xa4\xbf\xe0\xa4\xa4\xe0\xa4\xb2\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xaa\xe0\xa4\x82\xe0\xa4\x96\xe0\xa5\x8b\xe0\xa4\x82 \xe0\xa4\xaa\xe0\xa4\xb0 \xe0\xa4\xb0\xe0\xa4\x96 \xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\x8f \xe0\xa4\x97\xe0\xa4\x8f \xe0\xa4\xaa\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\xa5\xe0\xa4\xb0,\n\xe0\xa4\x90 \xe0\xa4\x96\xe0\xa5\x81\xe0\xa4\xa6\xe0\xa4\xbe \xe0\xa4\xa4\xe0\xa5\x82 \xe0\xa4\x97\xe0\xa5\x81\xe0\xa4\xae \xe0\xa4\xb9\xe0\xa5\x88 \xe0\xa4\x95\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\x81...?\n#ZairaWasim \nhttps://t.co/40yw62mk2c'",2017/1/20,12:7:21
pyaaremohan_,822510709376450563,2017/1/20,18:26:49,"b'RT @RoflGandhi_: 2008 feels like yesterday, goodbye Boku. #fav https://t.co/9nTNKWyf1g'",2017/1/20,12:7:21
deepchilwal,822510675343749120,2017/1/20,18:26:41,"b'RT @rupasubramanya: Unlike their brain dead,cowardly and opportunistic counterparts in Bollywood, good to see Tamil celebs take a stand. ht\xe2\x80\xa6'",2017/1/20,12:7:21
ProudSecular,822510668008095744,2017/1/20,18:26:39,b'@ARUN_RAVAN @Rajkumar1964Raj @TimesNow When was last u farmed ? How many farms remain being ploughed by bulls now?',2017/1/20,12:7:21
johnnyignatius,822510644276539392,2017/1/20,18:26:33,"b'RT @TimesNow: This protest is unprecendeed in India, says PMK MP Anbumani Ramadoss after Law Ministry approves ordinance on Jallikattu #Mak\xe2\x80\xa6'",2017/1/20,12:7:21
Philosopher2358,822510583731916801,2017/1/20,18:26:19,b'#womenempowerment #TrumpInauguration #womensafety #obama #republic #savegirls #respectgirls @PMOIndia @republic\xe2\x80\xa6 https://t.co/7BkgbZ19IO',2017/1/20,12:7:21
johnnyignatius,822510555529236480,2017/1/20,18:26:12,b'@TimesNow Says who has no clue to Tamil culture #jallikattu',2017/1/20,12:7:21
achileeslukonge,822510536868757505,2017/1/20,18:26:8,"b'In pictures, Former President Barack Obama leaves Oval office for the last time, read story here!! https://t.co/YUqJiGKWeA'",2017/1/20,12:7:21
Iamskrp,822510504610590721,2017/1/20,18:26:0,"b'RT @bhak_sala: Dear ultra-nationalists, Baba Ramdev wants to set-up industries in Pakistan. How do you feel today? https://t.co/sBmcYHA8wl'",2017/1/20,12:7:21
ARUN_RAVAN,822510504060985344,2017/1/20,18:26:0,b'@ProudSecular @Rajkumar1964Raj @TimesNow jallikattu bull embrace not bull taming',2017/1/20,12:7:21
YashTilani1,822510494435123204,2017/1/20,18:25:58,"b""RT @TimesNow: Kapil Sharma's brother Ashok Kumar Sharma guarded airbase amid gunfight in the #PathankotTerrorAttack https://t.co/LVAzhsCFUG""",2017/1/20,12:7:21
vvish27,822510489422811136,2017/1/20,18:25:56,b'So called National Medias @TimesNow @ndtv @CNNIBNLive #ISupportJallikattu https://t.co/uhIllRrYJ1',2017/1/20,12:7:21
nileshg6838,822510443717652483,2017/1/20,18:25:45,b'RT @BilalAhmedNgp: Undoubtedly RSS-BJP has always been against socially-outcast communities. Inequality within the society is their oxygen\xe2\x80\xa6',2017/1/20,12:7:21
ARUN_RAVAN,822510426202083332,2017/1/20,18:25:41,b'@ProudSecular @Rajkumar1964Raj @TimesNow It is not tyranny  and we are not taming bull we are embracing and earning trust in jallikattu',2017/1/20,12:7:21
ProudSecular,822510424310579200,2017/1/20,18:25:41,"b""@ARUN_RAVAN @Rajkumar1964Raj @TimesNow this us not Partnership but I'll treatment on Bull""",2017/1/20,12:7:21
s_hari_haran,822510274481684485,2017/1/20,18:25:5,"b'RT @TimesNow: The identity of a Tamilian is Jallikattu, says Tamil Actor Vijay #JallikattuUprising https://t.co/nShESMjRd7'",2017/1/20,12:7:21
ARUN_RAVAN,822510199663521792,2017/1/20,18:24:47,"b""@ProudSecular  @TimesNow Bulls didn't decide we will go and work for men. Men earned trust of bulls and gave them a fair deal to farm""",2017/1/20,12:7:21
yelviss,822510144403558401,2017/1/20,18:24:34,"b""RT @TimesNow: #Watch Ravi Shankar Prasad, Union Law Minister's message to PETA and other Animal welfare NGOs #MakkalMovement https://t.co/q\xe2\x80\xa6""",2017/1/20,12:7:21
ProudSecular,822510142805671936,2017/1/20,18:24:34,b'@ARUN_RAVAN @Rajkumar1964Raj @TimesNow Taming Bull is tyranny on Bull !!',2017/1/20,12:7:21
GaneshBadiyadka,822509997749891073,2017/1/20,18:23:59,b'RT @arvindaks1953: @TimesNow The Government should also ban all foreign NGOs whose main purpose is to destroy Indian Culture and spread ana\xe2\x80\xa6',2017/1/20,12:7:21
ARUN_RAVAN,822509970520313856,2017/1/20,18:23:53,b'@ProudSecular @Rajkumar1964Raj @TimesNow\nBull-hay  man-paddy\nrice-man bull-husk\npartnership &amp; farming not tyranny',2017/1/20,12:7:21
shashwat_rg,822509933866455040,2017/1/20,18:23:44,"b'@TimesNow I think he said ""radical Islamic TERRORISM""...'",2017/1/20,12:7:21
politicalSci_,822509921807847427,2017/1/20,18:23:41,b'RT @MixedRaita: Raging Bull wins...funny that judges of Supreme Court have always shied away when there is a western threat to our culture\xe2\x80\xa6',2017/1/20,12:7:21
shankar_g_mech,822509881005441024,2017/1/20,18:23:31,"b'@itisprashanth @TimesNow @behindwoods @dinathanthi @dinamalarweb @puthiyathalaimu #tamilians #Buenos Aires,Argentin\xe2\x80\xa6 https://t.co/Hf6k0UzKbG'",2017/1/20,12:7:21
seshanm,822509877138329600,2017/1/20,18:23:30,b'@TimesNow @asadowaisi Please gather your thoughts and rationale.... then Tweet. https://t.co/PqLFx1uFib',2017/1/20,12:7:21
JKalifali,822509841348460544,2017/1/20,18:23:22,b'@DrBMSinghal @TimesNow https://t.co/0qhoIqde07',2017/1/20,12:7:21
SRINIVASANM19,822509798486867969,2017/1/20,18:23:12,b'@KRamaBhat2 @TimesNow Muscle power of a person considered as a great skill in controlling a violently roaming bull and were rewarded.',2017/1/20,12:7:21
ARUN_RAVAN,822509728597037056,2017/1/20,18:22:55,b'@ProudSecular @Rajkumar1964Raj @TimesNow #jallikattu is partnership between bull and man to farm.',2017/1/20,12:7:21
VaibhavSalgaon3,822509700495314944,2017/1/20,18:22:48,b'RT @VaibhavSalgaon3: Vision 2020! Hopefully #hubtowngreenwoods  at Thane completes by then @TimesNow @timesofindia @SJaiswal_IAS @Dev_Fadna\xe2\x80\xa6',2017/1/20,12:7:21
JKalifali,822509634938404864,2017/1/20,18:22:33,"b'@DrBMSinghal @TimesNow  Bro protest for India next generation healthy life, we are fighting for save our bulls, corporate mafia behind PETA'",2017/1/20,12:7:21
Dipak1Naik,822509575849046017,2017/1/20,18:22:19,"b'@TimesNow \nIn the man - animal conflict, man always wins. In our democracy animals can neither speak nor can they vote'",2017/1/20,12:7:21
ARUN_RAVAN,822509554881568768,2017/1/20,18:22:14,b'@ProudSecular @Rajkumar1964Raj @TimesNow how do you know tyranny. We remember how we started farming.',2017/1/20,12:7:21
meanu7576,822509504118091776,2017/1/20,18:22:1,b'@RK1610IsMe hat-trick banana chahenge? \xf0\x9f\x98\x9d @shaveta13arora \xf0\x9f\x98\x86 https://t.co/ogBJ88hU3i',2017/1/20,12:7:21
karthikelang,822509457112436736,2017/1/20,18:21:50,b'#jallikattu \n#Jallikattuprotest \n#saveourculturejalikattu \n#JallikattuWins \n\nShame on you #NDTVNews #timesnow #nationalmedias',2017/1/20,12:7:21
mukesh_munnu,822509449990598658,2017/1/20,18:21:49,"b'RT @politicalSci_: \xe0\xa4\xa4\xe0\xa4\xbf\xe0\xa4\xa4\xe0\xa4\xb2\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xaa\xe0\xa4\x82\xe0\xa4\x96\xe0\xa5\x8b\xe0\xa4\x82 \xe0\xa4\xaa\xe0\xa4\xb0 \xe0\xa4\xb0\xe0\xa4\x96 \xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\x8f \xe0\xa4\x97\xe0\xa4\x8f \xe0\xa4\xaa\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\xa5\xe0\xa4\xb0,\n\xe0\xa4\x90 \xe0\xa4\x96\xe0\xa5\x81\xe0\xa4\xa6\xe0\xa4\xbe \xe0\xa4\xa4\xe0\xa5\x82 \xe0\xa4\x97\xe0\xa5\x81\xe0\xa4\xae \xe0\xa4\xb9\xe0\xa5\x88 \xe0\xa4\x95\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\x81...?\n#ZairaWasim \nhttps://t.co/40yw62mk2c'",2017/1/20,12:7:21
shah_vidhyut,822509419682557952,2017/1/20,18:21:41,"b'RT @SPMgrp: @TimesNow @MumbaiPolice @CPMumbaiPolice @CMOMaharashtra @rajnath Vlp pol arrested a 72 yr guy without merit in forgery case,don\xe2\x80\xa6'",2017/1/20,12:7:21
rameshnswamy,822509345099444226,2017/1/20,18:21:24,"b'RT @TimesNow: #Watch MR Venkatesh, Political Analyst on Jallikattu and #MakkalMovement https://t.co/fX4BM2EUFK'",2017/1/20,12:7:21
iamkarthickt,822509277264879616,2017/1/20,18:21:7,"b""RT @TimesNow: PETA issues statement, says it's unfair to target valid efforts by PETA India which has lawfully supported a petition filed b\xe2\x80\xa6""",2017/1/20,12:7:21
sathishmsk86,822509264493166595,2017/1/20,18:21:4,"b'RT @TimesNow: #Watch Khusboo, Actor &amp; Activist questions Animal Welfare Board of India &amp; PETA India.\n#MakkalMovement https://t.co/8XNDPkxsBi'",2017/1/20,12:7:21
rakesh151286,822509149078614016,2017/1/20,18:20:37,"b'RT @rupasubramanya: Unlike their brain dead,cowardly and opportunistic counterparts in Bollywood, good to see Tamil celebs take a stand. ht\xe2\x80\xa6'",2017/1/20,12:7:21
RaviSKI1,822509147652403201,2017/1/20,18:20:36,"b""@DrGPradhan @narendramodi @Swamy39  \xf0\x9f\x91\x87 Sir @INCIndia 's double standards. @rssurjewala @OfficeofRG @TimesNow\xe2\x80\xa6 https://t.co/xt3Hn4dSe6""",2017/1/20,12:7:21
idsameer,822509128333623296,2017/1/20,18:20:32,"b""RT @MajorPoonia: Mr Pirzada,People like you are disgrace on any religion n civilisations. Who made you 'Thekedar' of Islam ?\n#Dangalvsfanat\xe2\x80\xa6""",2017/1/20,12:7:21
ARUN_RAVAN,822509110042062848,2017/1/20,18:20:27,b'@ProudSecular @Rajkumar1964Raj @TimesNow Anarchy is Democracy taken seriously',2017/1/20,12:7:21
rachitattweet,822509096595259393,2017/1/20,18:20:24,b'RT @TimesNow: Protester at Marina Beach welcomes approval of ordinance on Jallikattu by Law Ministry. Big boost for the #MakkalMovement htt\xe2\x80\xa6',2017/1/20,12:7:21
ProudSecular,822509079155318786,2017/1/20,18:20:20,"b""@ARUN_RAVAN @Rajkumar1964Raj @TimesNow playing with bull may be tradition in the pass , but today's mob can't decide tyranny on bulls""",2017/1/20,12:7:21
sumivinz,822509007353114625,2017/1/20,18:20:3,"b'RT @TimesNow: I respect the young people, who democratically &amp; peacefully showed their cultural concerns:Ravi Shankar Prasad,Union Law Min\xe2\x80\xa6'",2017/1/20,12:7:21
ARUN_RAVAN,822509001510223873,2017/1/20,18:20:2,b'@ProudSecular @Rajkumar1964Raj @TimesNow we raise the bus. Work with it so we also play with it. We are the experts in BULLS not SC not PETA',2017/1/20,12:7:21
Akash_Centurion,822508980249436160,2017/1/20,18:19:57,"b""RT @MajorPoonia: Mr Pirzada,People like you are disgrace on any religion n civilisations. Who made you 'Thekedar' of Islam ?\n#Dangalvsfanat\xe2\x80\xa6""",2017/1/20,12:7:21
achlendra,822508938688008192,2017/1/20,18:19:47,b'RT @TimesNow: #PICTURES: Donald Trump sworn in as the 45th President of the United States #TrumpEra https://t.co/5mH8VY08Nd',2017/1/20,12:7:21
nsenthil1994,822508936955908096,2017/1/20,18:19:46,"b""RT @sathishuvw2029: World's 2nd Largest Beach, #MarinaBeach Glittering. @TimesNow \n\n#SaveJallikattu #Jallikattuprotest #Marina\nhttps://t.co\xe2\x80\xa6""",2017/1/20,12:7:21
ranganaathan,822508924435894273,2017/1/20,18:19:43,"b'RT @TimesNow: #Watch MR Venkatesh, Political Analyst on Jallikattu and #MakkalMovement https://t.co/fX4BM2EUFK'",2017/1/20,12:7:21
rajdeepgupt,822508874565615618,2017/1/20,18:19:31,b'@TimesNow do u think so they will make it happen?',2017/1/20,12:7:21
THAJUDDEEN17,822508867007475712,2017/1/20,18:19:30,"b'RT @TimesNow: I respect the young people, who democratically &amp; peacefully showed their cultural concerns:Ravi Shankar Prasad,Union Law Min\xe2\x80\xa6'",2017/1/20,12:7:21
yaajushi,822508844182106112,2017/1/20,18:19:24,b'RT @retardedwriter: Make in America\nhttps://t.co/Hfv0HGu3H2',2017/1/20,12:7:21
Reality_Check9,822508826976845824,2017/1/20,18:19:20,"b""@rsprasad Superb interview on timesnow.Clear view action on Jallikattu &amp; response on Owasi's political gimmick. This govt stands for action!""",2017/1/20,12:7:21
singh3817,822508806924107780,2017/1/20,18:19:15,b'And the Era Of Desi Amercans Begins\n\n#HateSpeech\n#Inauguration https://t.co/Y6OSbCQVRX',2017/1/20,12:7:21
SRKianOnki,822508539063058434,2017/1/20,18:18:11,"b'RT @bhak_sala: Dear ultra-nationalists, Baba Ramdev wants to set-up industries in Pakistan. How do you feel today? https://t.co/sBmcYHA8wl'",2017/1/20,12:7:21
Vijayb409,822508479684509696,2017/1/20,18:17:57,"b""RT @TimesNow: Pakistan agents again target 'Dangal' star Zaira Wasim in Kashmir Valley, burn posters of her with Chief Minister Mehbooba Mu\xe2\x80\xa6""",2017/1/20,12:7:21
250praveen,822508429725995010,2017/1/20,18:17:45,"b'RT @rupasubramanya: Unlike their brain dead,cowardly and opportunistic counterparts in Bollywood, good to see Tamil celebs take a stand. ht\xe2\x80\xa6'",2017/1/20,12:7:21
satyakidbest,822508377674682370,2017/1/20,18:17:33,"b""@_sabanaqvi hearing u on TimesNow made us feel that 'bias' can often run out of proportionality if backed by ego and religious compulsions""",2017/1/20,12:7:21
JasoosKutty,822508328039301120,2017/1/20,18:17:21,"b'Only Indian channel debating Trump speech and putting this in perspective @indiatoday, @CNNnews18, @timesnow &amp; @ndtv hav gone to sleep'",2017/1/20,12:7:21
lithertsan,822508326667874304,2017/1/20,18:17:21,"b""@KartiPC @TimesNow @TN_PCC  @BJP4TamilNadu @BJP4India @PonnaarrBJP @drtamilisaibjp \nbjp didn't give reply .\nbjp always spread rumors ? ..""",2017/1/20,12:7:21
Himadrihaksar89,822508304068792320,2017/1/20,18:17:15,b'Next to impossible .. world is for merit and convenience https://t.co/7gYSpk8YyM',2017/1/20,12:7:21
avisingh156,822508032445870080,2017/1/20,18:16:11,b'RT @badri_is: @TimesNow how about correcting the spelling of ideologue ...that too in the same line as lit fest! https://t.co/QYGP7ChL0D',2017/1/20,12:7:21
rohitm700,822508025764163586,2017/1/20,18:16:9,"b'RT @TimesNow: Tamil film fraternity backs the #MakkalMovement. Watch the debate about jallikattu, tonight at 9 PM on @thenewshour https://t\xe2\x80\xa6'",2017/1/20,12:7:21
250praveen,822508000854220800,2017/1/20,18:16:3,"b'RT @KonkaniBoy: The animal rights woman on @TimesNow is foaming at mouth on #jallikattu. Brought up sati, child marriage, Kaveri issue, Ind\xe2\x80\xa6'",2017/1/20,12:7:21
BaggaGulshan,822507984311857152,2017/1/20,18:15:59,b'RT @BilalAhmedNgp: Undoubtedly RSS-BJP has always been against socially-outcast communities. Inequality within the society is their oxygen\xe2\x80\xa6',2017/1/20,12:7:21
CoreBiafran,822507924492877824,2017/1/20,18:15:45,"b'#Biafra21MillionMarchInSolidarity not less than 54 #Biafrans feared dead at Igweocha,Biafra when Nigeria army storm\xe2\x80\xa6 https://t.co/Los51D8Wg3'",2017/1/20,12:7:21
GJ2323,822507917979090945,2017/1/20,18:15:43,"b""@TimesNow it's people victory but now it is people's responsibility to make it sure that this sport is played safely.""",2017/1/20,12:7:21
lithertsan,822507892393775107,2017/1/20,18:15:37,b'RT @KartiPC: @lithertsan @TimesNow @TN_PCC @vasanthakumarH @BJP4TamilNadu @BJP4India @PonnaarrBJP @drtamilisaibjp Absolutely fake news',2017/1/20,12:7:21
lithertsan,822507891831832576,2017/1/20,18:15:37,"b""@KartiPC @TimesNow @TN_PCC  @BJP4TamilNadu @BJP4India @PonnaarrBJP @drtamilisaibjp .bjp didn't give reply .bjp always spread rumors ?""",2017/1/20,12:7:21
spbalaonline,822507880427290624,2017/1/20,18:15:34,b'Bye bye #petaindia practice well and come back. Better luck next time for #jallikattu. #AmendPCA #SaveJallikattu #makkalmovement #TimesNow',2017/1/20,12:7:21
ProudSecular,822507879597035523,2017/1/20,18:15:34,"b""@ARUN_RAVAN @Rajkumar1964Raj @TimesNow Skirt is worn in self !! Please play jallikattu with urself not innocent animal! Mobs can't decide""",2017/1/20,12:7:21
Akash_Centurion,822507851327406080,2017/1/20,18:15:27,b'RT @jaiprakashshah2: Watch how many Pakistani agents are living and active in Kashmir \n#ZairaWasim https://t.co/tHv2nmrWNc',2017/1/20,12:7:21
ARUN_RAVAN,822507748810100736,2017/1/20,18:15:3,b'@ProudSecular @Rajkumar1964Raj @TimesNow jallikattu older than indus valley civilisation. Started when we started farming',2017/1/20,12:7:21
Rajkuma13884131,822507715058663424,2017/1/20,18:14:55,"b'RT @TimesNow: #Watch Khusboo, Actor &amp; Activist questions Animal Welfare Board of India &amp; PETA India.\n#MakkalMovement https://t.co/8XNDPkxsBi'",2017/1/20,12:7:21
